num,initiator_list,days_total,days_per_stage_avg,result_stage,stage_days_1,stage_days_2,stage_days_3,stage_days_4,stage_days_5,stage_days_6,stage_days_7,stage_days_8,stage_workdays_1,stage_workdays_2,stage_workdays_3,stage_workdays_4,stage_workdays_5,stage_workdays_6,stage_workdays_7,stage_workdays_8,stage_break_days_1,stage_break_days_2,stage_break_days_3,stage_break_days_4,stage_break_days_5,stage_break_days_6,stage_break_days_7,stage_break_days_8,stage_break_workdays_1,stage_break_workdays_2,stage_break_workdays_3,stage_break_workdays_4,stage_break_workdays_5,stage_break_workdays_6,stage_break_workdays_7,stage_break_workdays_8,is_federal,is_deputy,is_ex_deputy,is_ex_counsil_member,is_council_member,is_legislature
1019961-6,"['5c77c6e4fed91f583dd7ae98', '5c77c6d7fed91f583dd7a826', '5c77c6d8fed91f583dd7a88c']",608,68,3.3,129,176,7,0,0,0,0,0,90,124,4,0,0,0,0,0,-101,399,0,0,0,0,0,0,-71,276,0,0,0,0,0,0,0,1,2,0,0,0
303374-6,['5c77c6e3fed91f583dd7ae0d'],1604,70,3.3,1582,5,1535,0,0,0,0,0,1096,3,1063,0,0,0,0,0,-1581,63,0,0,0,0,0,0,-1095,45,0,0,0,0,0,0,0,1,0,0,0,0
150033-7,['5c77c6ebfed91f583dd7b27d'],215,24,3.3,112,7,135,0,0,0,0,0,72,-1,96,0,0,0,0,0,-59,21,0,0,0,0,0,0,-41,15,0,0,0,0,0,0,0,0,0,0,0,1
602658-6,"['5c77c6e5fed91f583dd7af4b', '5c77c6e5fed91f583dd7af8c']",1159,90,3.3,138,19,969,0,0,0,0,0,93,12,673,0,0,0,0,0,-70,105,0,0,0,0,0,0,-44,69,0,0,0,0,0,0,0,0,0,0,2,0
1106767-6,"['5c77c6d7fed91f583dd7a812', '5c77c6e2fed91f583dd7ad88', '5c77c6defed91f583dd7abad']",510,64,3.3,5,69,21,0,0,0,0,0,2,49,14,0,0,0,0,0,32,385,0,0,0,0,0,0,24,266,0,0,0,0,0,0,0,2,1,0,0,0
722340-6,"['5c77c6e2fed91f583dd7addf', '5c77c6e2fed91f583dd7adb1', '5c77c6dcfed91f583dd7aa83', '5c77c6e0fed91f583dd7ac8a']",1003,101,3.3,410,8,406,0,0,0,0,0,283,5,280,0,0,0,0,0,-387,566,0,0,0,0,0,0,-267,390,0,0,0,0,0,0,0,4,0,0,0,0
746753-6,['5c77c6dbfed91f583dd7aa08'],973,65,3.3,931,553,20,0,0,0,0,0,645,380,14,0,0,0,0,0,-916,385,0,0,0,0,0,0,-634,266,0,0,0,0,0,0,0,1,0,0,0,0
164078-7,['5c77c6ebfed91f583dd7b280'],197,20,3.3,143,3,51,0,0,0,0,0,101,2,36,0,0,0,0,0,-109,110,0,0,0,0,0,0,-77,77,0,0,0,0,0,0,0,0,0,0,0,1
711938-6,"['5c77c6e1fed91f583dd7ad2f', '5c77c6e1fed91f583dd7ad41', '5c77c6ddfed91f583dd7ab18', '5c77c6d9fed91f583dd7a935', '5c77c6e5fed91f583dd7af3d', '5c77c6d7fed91f583dd7a857', '5c77c6d8fed91f583dd7a8ec', '5c77c6ddfed91f583dd7ab0b', '5c77c6defed91f583dd7abea', '5c77c6d6fed91f583dd7a7ef', '5c77c6defed91f583dd7abb4']",1020,25,3.3,1015,574,23,0,0,0,0,0,704,395,16,0,0,0,0,0,-974,383,0,0,0,0,0,0,-676,264,0,0,0,0,0,0,0,9,2,0,0,0
1103085-6,['5c77c6e1fed91f583dd7ad41'],513,43,3.3,506,7,37,0,0,0,0,0,352,0,26,0,0,0,0,0,-343,308,0,0,0,0,0,0,-231,211,0,0,0,0,0,0,0,1,0,0,0,0
1103086-6,['5c77c6e1fed91f583dd7ad41'],513,52,3.3,239,7,37,0,0,0,0,0,166,0,26,0,0,0,0,0,-77,308,0,0,0,0,0,0,-50,211,0,0,0,0,0,0,0,1,0,0,0,0
1103087-6,['5c77c6e1fed91f583dd7ad41'],513,43,3.3,506,2,37,0,0,0,0,0,352,2,26,0,0,0,0,0,-337,306,0,0,0,0,0,0,-231,209,0,0,0,0,0,0,0,1,0,0,0,0
136544-7,['5c77c6ebfed91f583dd7b2a5'],230,23,3.3,199,8,7,0,0,0,0,0,139,5,4,0,0,0,0,0,-152,170,0,0,0,0,0,0,-107,121,0,0,0,0,0,0,0,0,0,0,0,1
899056-6,"['5c77c6ddfed91f583dd7ab56', '5c77c6ddfed91f583dd7ab57', '5c77c6dbfed91f583dd7aa41', '5c77c6defed91f583dd7abc2', '5c77c6defed91f583dd7abea', '5c77c6defed91f583dd7aba1', '5c77c6ddfed91f583dd7ab0b']",765,26,3.3,743,4,660,0,0,0,0,0,513,3,460,0,0,0,0,0,-736,95,0,0,0,0,0,0,-508,62,0,0,0,0,0,0,0,7,0,0,0,0
560283-6,['5c77c6dbfed91f583dd7aa08'],1231,59,3.3,1195,3,1137,0,0,0,0,0,827,2,787,0,0,0,0,0,-1120,18,0,0,0,0,0,0,-774,12,0,0,0,0,0,0,0,1,0,0,0,0
5985-7,['5c77c6e6fed91f583dd7aff4'],397,45,3.3,79,5,23,0,0,0,0,0,55,3,16,0,0,0,0,0,-58,349,0,0,0,0,0,0,-40,236,0,0,0,0,0,0,0,0,0,0,1,0
137405-7,['5c77c6ebfed91f583dd7b2b8'],230,29,3.3,170,28,175,0,0,0,0,0,117,13,123,0,0,0,0,0,-152,9,0,0,0,0,0,0,-105,7,0,0,0,0,0,0,0,0,0,0,0,1
177929-7,"['5c77c6d7fed91f583dd7a83a', '5c77c6d8fed91f583dd7a8c5', '5c77c6d7fed91f583dd7a81e']",182,23,3.3,3,8,30,0,0,0,0,0,2,4,21,0,0,0,0,0,17,125,0,0,0,0,0,0,12,85,0,0,0,0,0,0,0,0,3,0,0,0
223336-6,['5c77c6ebfed91f583dd7b2c5'],1735,134,4.3,145,7,22,393,0,0,0,0,99,-1,15,271,0,0,0,0,-127,190,1106,0,0,0,0,0,-86,133,766,0,0,0,0,0,0,0,0,0,0,1
270372-7,['5c77c6d5fed91f583dd7a716'],53,4,8.1,1,3,2,2,1,13,0,1,0,3,2,2,0,9,0,0,2,11,7,5,0,0,6,0,1,7,5,3,0,0,4,0,1,0,0,0,0,0
269196-7,['5c77c6d5fed91f583dd7a716'],55,4,8.1,1,5,4,4,5,13,0,1,0,3,4,4,3,9,0,0,0,13,3,0,0,0,6,0,0,9,1,0,0,0,4,0,1,0,0,0,0,0
264271-7,['5c77c6d5fed91f583dd7a714'],57,5,6.3,1,5,7,0,0,13,0,0,0,3,0,0,0,9,0,0,2,30,0,0,-1,0,0,0,2,22,0,0,0,0,0,0,1,0,0,0,0,0
242946-7,['5c77c6d5fed91f583dd7a714'],92,9,6.3,3,5,16,0,0,13,0,0,3,3,11,0,0,9,0,0,35,20,0,0,0,0,0,0,25,10,0,0,0,0,0,0,1,0,0,0,0,0
225063-7,"['5c77c6d7fed91f583dd7a800', '5c77c6d8fed91f583dd7a8ad', '5c77c6d7fed91f583dd7a875', '5c77c6d7fed91f583dd7a856', '5c77c6d6fed91f583dd7a7d4', '5c77c6d7fed91f583dd7a802', '5c77c6d5fed91f583dd7a753', '5c77c6d7fed91f583dd7a834', '5c77c6d5fed91f583dd7a741', '5c77c6d6fed91f583dd7a7e1', '5c77c6d6fed91f583dd7a7ae', '5c77c6d7fed91f583dd7a829', '5c77c6d8fed91f583dd7a8d3', '5c77c6d6fed91f583dd7a7d2', '5c77c6d6fed91f583dd7a7ad', '5c77c6d5fed91f583dd7a73e', '5c77c6d7fed91f583dd7a87b', '5c77c6d8fed91f583dd7a87c', '5c77c6d5fed91f583dd7a730', '5c77c6d8fed91f583dd7a8b5', '5c77c6d7fed91f583dd7a840', '5c77c6d7fed91f583dd7a80b', '5c77c6d5fed91f583dd7a746', '5c77c6d6fed91f583dd7a7f4', '5c77c6d5fed91f583dd7a73a', '5c77c6e5fed91f583dd7af5f', '5c77c6e6fed91f583dd7afe1']",124,4,8.1,62,5,2,4,5,13,0,1,43,3,2,4,3,9,0,0,-62,55,33,0,0,0,6,0,-43,39,23,0,0,0,4,0,0,0,25,0,2,0
223287-7,"['5c77c6d7fed91f583dd7a800', '5c77c6d8fed91f583dd7a8ad', '5c77c6d7fed91f583dd7a875', '5c77c6d7fed91f583dd7a856', '5c77c6d6fed91f583dd7a7d4', '5c77c6d7fed91f583dd7a834', '5c77c6d5fed91f583dd7a753', '5c77c6d7fed91f583dd7a802', '5c77c6d5fed91f583dd7a741', '5c77c6d6fed91f583dd7a7e1', '5c77c6d6fed91f583dd7a7a5', '5c77c6d5fed91f583dd7a73c', '5c77c6d7fed91f583dd7a836', '5c77c6d6fed91f583dd7a7ae', '5c77c6d7fed91f583dd7a843', '5c77c6d6fed91f583dd7a7ad', '5c77c6d6fed91f583dd7a7d2', '5c77c6d6fed91f583dd7a786', '5c77c6d5fed91f583dd7a73a', '5c77c6d5fed91f583dd7a73e', '5c77c6d6fed91f583dd7a7d1', '5c77c6d8fed91f583dd7a87c', '5c77c6d8fed91f583dd7a8d3', '5c77c6d5fed91f583dd7a730', '5c77c6d8fed91f583dd7a8b5', '5c77c6d7fed91f583dd7a85b', '5c77c6d8fed91f583dd7a8d7', '5c77c6d7fed91f583dd7a840', '5c77c6d5fed91f583dd7a746', '5c77c6d7fed91f583dd7a80b', '5c77c6d8fed91f583dd7a897', '5c77c6e3fed91f583dd7ae55', '5c77c6e3fed91f583dd7ae56', '5c77c6d6fed91f583dd7a7f4', '5c77c6e5fed91f583dd7af5f', '5c77c6e6fed91f583dd7afe1', '5c77c6eafed91f583dd7b233']",125,3,8.1,64,6,2,3,5,13,0,1,45,3,2,3,3,9,0,0,-62,55,33,0,0,0,6,0,-43,39,24,0,0,0,4,0,0,2,32,1,2,0
217271-7,['5c77c6d5fed91f583dd7a716'],132,9,8.1,1,2,8,7,1,9,0,1,0,2,5,4,0,6,0,0,6,61,28,1,3,0,6,0,4,44,20,2,2,0,4,0,1,0,0,0,0,0
126943-7,['5c77c6d5fed91f583dd7a716'],241,14,8.1,3,12,3,10,8,13,0,1,1,8,3,8,5,9,0,0,2,49,116,18,0,0,6,0,3,33,81,12,0,0,4,0,1,0,0,0,0,0
126887-7,['5c77c6d5fed91f583dd7a716'],241,14,8.1,3,12,3,3,8,13,0,1,1,8,3,3,5,9,0,0,2,49,123,18,0,0,6,0,3,33,86,12,0,0,4,0,1,0,0,0,0,0
119009-7,"['5c77c6e5fed91f583dd7af8c', '5c77c6d7fed91f583dd7a851', '5c77c6d5fed91f583dd7a72f']",250,13,8.1,120,5,14,2,1,9,0,1,82,3,8,2,0,6,0,0,-92,58,124,0,3,0,6,0,-62,40,89,0,2,0,4,0,0,0,2,0,1,0
109537-7,['5c77c6d5fed91f583dd7a714'],255,20,6.3,3,6,195,0,0,13,0,0,1,3,136,0,0,9,0,0,9,30,0,0,0,0,0,0,7,22,0,0,0,0,0,0,1,0,0,0,0,0
1166026-6,['5c77c6d5fed91f583dd7a716'],434,26,8.1,3,8,9,248,1,13,0,1,3,5,6,173,0,9,0,0,33,43,66,4,0,0,6,0,23,32,43,2,0,0,4,0,1,0,0,0,0,0
965567-6,['5c77c6ebfed91f583dd7b280'],686,32,8.1,217,19,396,28,5,13,0,1,142,12,277,19,3,9,0,0,-187,28,159,1,0,0,6,0,-130,18,111,2,0,0,4,0,0,0,0,0,0,1
390-7,"['5c77c6d7fed91f583dd7a812', '5c77c6dafed91f583dd7a999', '5c77c6d6fed91f583dd7a799', '5c77c6d7fed91f583dd7a825', '5c77c6d6fed91f583dd7a798', '5c77c6d5fed91f583dd7a71f', '5c77c6d5fed91f583dd7a724', '5c77c6d5fed91f583dd7a771', '5c77c6d5fed91f583dd7a774', '5c77c6d6fed91f583dd7a780', '5c77c6d6fed91f583dd7a791', '5c77c6d6fed91f583dd7a7e7', '5c77c6d7fed91f583dd7a822', '5c77c6d7fed91f583dd7a82d', '5c77c6d7fed91f583dd7a857', '5c77c6d7fed91f583dd7a85e', '5c77c6d8fed91f583dd7a891', '5c77c6d8fed91f583dd7a89b', '5c77c6d8fed91f583dd7a8b2', '5c77c6d8fed91f583dd7a8c2']",404,101,2.1,2,64,0,0,0,0,0,0,1,45,0,0,0,0,0,0,340,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,1,19,0,0,0
130255-7,"['5c77c6d7fed91f583dd7a812', '5c77c6d8fed91f583dd7a8ac']",236,30,3.2,219,28,5,0,0,0,0,0,153,13,3,0,0,0,0,0,-192,177,0,0,0,0,0,0,-134,126,0,0,0,0,0,0,0,0,2,0,0,0
1103594-6,['5c77c6d7fed91f583dd7a85d'],511,57,3.2,507,118,5,0,0,0,0,0,354,84,3,0,0,0,0,0,-506,387,0,0,0,0,0,0,-352,268,0,0,0,0,0,0,0,0,1,0,0,0
538518-6,"['5c77c6e5fed91f583dd7af5f', '5c77c6e5fed91f583dd7af7b']",1259,158,3.2,1249,840,7,0,0,0,0,0,867,583,4,0,0,0,0,0,-1233,398,0,0,0,0,0,0,-855,275,0,0,0,0,0,0,0,0,0,0,2,0
398487-6,['5c77c6d8fed91f583dd7a892'],1442,181,3.2,1433,989,5,0,0,0,0,0,991,688,3,0,0,0,0,0,-1383,399,0,0,0,0,0,0,-960,276,0,0,0,0,0,0,0,0,1,0,0,0
242178-6,"['5c77c6dffed91f583dd7ac0e', '5c77c6d9fed91f583dd7a95f', '5c77c6dcfed91f583dd7aae9', '5c77c6d8fed91f583dd7a8da']",1700,155,2.2,1681,5,0,0,0,0,0,0,1164,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0
242173-6,"['5c77c6dffed91f583dd7ac0e', '5c77c6d9fed91f583dd7a95f', '5c77c6dcfed91f583dd7aae9', '5c77c6d8fed91f583dd7a8da']",1700,155,2.2,1682,5,0,0,0,0,0,0,1165,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0
289772-7,"['5c77c6e5fed91f583dd7af8b', '5c77c6d5fed91f583dd7a733', '5c77c6d5fed91f583dd7a773', '5c77c6d5fed91f583dd7a71e', '5c77c6d5fed91f583dd7a728', '5c77c6d5fed91f583dd7a75c', '5c77c6d8fed91f583dd7a8c1']",313,35,1.3,314,1,0,0,0,0,0,0,212,0,0,0,0,0,0,0,-293,0,0,0,0,0,0,0,-197,0,0,0,0,0,0,0,0,0,6,0,1,0
280216-7,['5c77c6ebfed91f583dd7b27a'],31,11,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1
150812-7,"['5c77c6e6fed91f583dd7afaf', '5c77c6e7fed91f583dd7b093', '5c77c6e5fed91f583dd7af79', '5c77c6e5fed91f583dd7af8e', '5c77c6e6fed91f583dd7afbf', '5c77c6eafed91f583dd7b1d1', '5c77c6eafed91f583dd7b1df', '5c77c6eafed91f583dd7b1e0', '5c77c6e6fed91f583dd7afdc', '5c77c6e6fed91f583dd7afdf', '5c77c6e6fed91f583dd7afed', '5c77c6eafed91f583dd7b242', '5c77c6ebfed91f583dd7b25c', '5c77c6e5fed91f583dd7af66', '5c77c6d5fed91f583dd7a732', '5c77c6d5fed91f583dd7a737', '5c77c6d5fed91f583dd7a73a', '5c77c6d6fed91f583dd7a7d6', '5c77c6d7fed91f583dd7a84a', '5c77c6d7fed91f583dd7a863', '5c77c6d8fed91f583dd7a8c3', '5c77c6d7fed91f583dd7a85f']",208,42,2.1,91,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,8,6,8,0
828244-6,['5c77c6d7fed91f583dd7a803'],861,87,3.2,848,11,547,0,0,0,0,0,588,6,381,0,0,0,0,0,-783,239,0,0,0,0,0,0,-541,164,0,0,0,0,0,0,0,0,1,0,0,0
688434-6,"['5c77c6d8fed91f583dd7a8a6', '5c77c6d5fed91f583dd7a745', '5c77c6d5fed91f583dd7a724']",1048,105,3.2,1035,604,1,0,0,0,0,0,714,421,0,0,0,0,0,0,-989,399,0,0,0,0,0,0,-687,276,0,0,0,0,0,0,0,0,3,0,0,0
558640-6,['5c77c6d6fed91f583dd7a7e5'],1226,112,3.2,1215,750,387,0,0,0,0,0,843,519,268,0,0,0,0,0,-1137,12,0,0,0,0,0,0,-787,8,0,0,0,0,0,0,0,0,1,0,0,0
1085605-6,['5c77c6e2fed91f583dd7ada2'],527,66,3.3,137,14,16,0,0,0,0,0,99,5,11,0,0,0,0,0,4,357,0,0,0,0,0,0,2,246,0,0,0,0,0,0,0,1,0,0,0,0
639382-6,"['5c77c6e7fed91f583dd7b059', '5c77c6dffed91f583dd7ac70', '5c77c6dafed91f583dd7a98e', '5c77c6e0fed91f583dd7ac8a']",1105,111,3.3,512,667,16,0,0,0,0,0,350,461,11,0,0,0,0,0,-472,383,0,0,0,0,0,0,-322,264,0,0,0,0,0,0,0,3,0,1,0,0
1144697-6,['5c77c6ebfed91f583dd7b2bd'],457,58,3.3,68,14,16,0,0,0,0,0,49,5,11,0,0,0,0,0,3,357,0,0,0,0,0,0,2,246,0,0,0,0,0,0,0,0,0,0,0,1
1107944-6,['5c77c6ebfed91f583dd7b2a2'],502,63,3.3,113,14,16,0,0,0,0,0,80,5,11,0,0,0,0,0,3,357,0,0,0,0,0,0,2,246,0,0,0,0,0,0,0,0,0,0,0,1
832695-6,"['5c77c6d8fed91f583dd7a8a0', '5c77c6e2fed91f583dd7ad7e', '5c77c6d8fed91f583dd7a891', '5c77c6d8fed91f583dd7a8b4']",855,32,3.3,259,11,629,0,0,0,0,0,177,6,437,0,0,0,0,0,-200,157,0,0,0,0,0,0,-134,108,0,0,0,0,0,0,0,1,3,0,0,0
284464-7,['5c77c6ebfed91f583dd7b29d'],27,4,3.3,2,3,20,0,0,0,0,0,1,3,13,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
701496-6,"['5c77c6d7fed91f583dd7a826', '5c77c6d6fed91f583dd7a78e', '5c77c6d6fed91f583dd7a787', '5c77c6d7fed91f583dd7a86c', '5c77c6e2fed91f583dd7add0', '5c77c6d8fed91f583dd7a8b4']",1024,86,3.3,997,576,29,0,0,0,0,0,692,402,20,0,0,0,0,0,-947,370,0,0,0,0,0,0,-657,255,0,0,0,0,0,0,0,1,5,0,0,0
965647-6,['5c77c6ebfed91f583dd7b279'],680,68,3.3,666,258,15,0,0,0,0,0,458,181,10,0,0,0,0,0,-642,384,0,0,0,0,0,0,-445,265,0,0,0,0,0,0,0,0,0,0,0,1
719910-6,"['5c77c6e5fed91f583dd7af31', '5c77c6dbfed91f583dd7aa00', '5c77c6e4fed91f583dd7aed9']",1001,34,3.3,1001,2,399,0,0,0,0,0,690,2,275,0,0,0,0,0,-989,587,0,0,0,0,0,0,-687,405,0,0,0,0,0,0,0,3,0,0,0,0
417093-6,['5c77c6d6fed91f583dd7a787'],1414,177,3.3,2,967,29,0,0,0,0,0,1,671,20,0,0,0,0,0,47,370,0,0,0,0,0,0,29,255,0,0,0,0,0,0,0,0,1,0,0,0
343765-6,['5c77c6d6fed91f583dd7a787'],1511,189,3.3,3,1086,29,0,0,0,0,0,1,751,20,0,0,0,0,0,25,370,0,0,0,0,0,0,18,255,0,0,0,0,0,0,0,0,1,0,0,0
1076578-6,['5c77c6eafed91f583dd7b21b'],538,68,3.3,2,133,30,0,0,0,0,0,1,90,21,0,0,0,0,0,5,369,0,0,0,0,0,0,4,254,0,0,0,0,0,0,0,0,0,1,0,0
25349-7,['5c77c6ebfed91f583dd7b2a6'],361,37,3.3,126,7,168,0,0,0,0,0,79,0,118,0,0,0,0,0,-94,156,0,0,0,0,0,0,-62,104,0,0,0,0,0,0,0,0,0,0,0,1
1035852-6,['5c77c6ebfed91f583dd7b2ac'],582,59,3.3,120,19,541,0,0,0,0,0,84,11,378,0,0,0,0,0,-102,6,0,0,0,0,0,0,-71,4,0,0,0,0,0,0,0,0,0,0,0,1
944448-6,['5c77c6ebfed91f583dd7b2a5'],706,79,3.3,213,252,42,0,0,0,0,0,143,172,29,0,0,0,0,0,-157,357,0,0,0,0,0,0,-108,246,0,0,0,0,0,0,0,0,0,0,0,1
715337-6,['5c77c6e7fed91f583dd7b028'],1008,44,3.3,85,20,399,0,0,0,0,0,59,13,275,0,0,0,0,0,19,485,0,0,0,0,0,0,13,339,0,0,0,0,0,0,0,0,0,1,0,0
268821-7,['5c77c6ebfed91f583dd7b2c7'],560,63,3.3,101,3,513,0,0,0,0,0,72,3,348,0,0,0,0,0,-81,26,0,0,0,0,0,0,-59,18,0,0,0,0,0,0,0,0,0,0,0,1
232107-7,"['5c77c6d7fed91f583dd7a826', '5c77c6d6fed91f583dd7a7f5', '5c77c6d6fed91f583dd7a7d9', '5c77c6d8fed91f583dd7a88f', '5c77c6d6fed91f583dd7a7ba', '5c77c6d8fed91f583dd7a892', '5c77c6d5fed91f583dd7a740', '5c77c6d5fed91f583dd7a73f', '5c77c6d5fed91f583dd7a768', '5c77c6d6fed91f583dd7a7b6', '5c77c6d7fed91f583dd7a80d', '5c77c6d7fed91f583dd7a832', '5c77c6d7fed91f583dd7a868', '5c77c6d8fed91f583dd7a8c2', '5c77c6d6fed91f583dd7a7d3', '5c77c6d5fed91f583dd7a775']",108,22,3.2,91,1,1,0,0,0,0,0,60,0,0,0,0,0,0,0,-36,53,0,0,0,0,0,0,-25,38,0,0,0,0,0,0,0,0,16,0,0,0
226036-7,"['5c77c6d7fed91f583dd7a812', '5c77c6d6fed91f583dd7a799', '5c77c6dafed91f583dd7a999', '5c77c6d7fed91f583dd7a825', '5c77c6d5fed91f583dd7a73b']",115,15,3.2,103,6,14,0,0,0,0,0,72,3,5,0,0,0,0,0,-41,35,0,0,0,0,0,0,-28,25,0,0,0,0,0,0,0,1,4,0,0,0
16272-7,['5c77c6ebfed91f583dd7b2aa'],372,47,3.2,357,12,13,0,0,0,0,0,241,8,8,0,0,0,0,0,-340,330,0,0,0,0,0,0,-233,228,0,0,0,0,0,0,0,0,0,0,0,1
1027522-6,"['5c77c6d6fed91f583dd7a78e', '5c77c6d6fed91f583dd7a787']",592,60,3.2,582,177,330,0,0,0,0,0,405,126,226,0,0,0,0,0,-563,67,0,0,0,0,0,0,-393,48,0,0,0,0,0,0,0,0,2,0,0,0
284132-7,"['5c77c6d8fed91f583dd7a8ac', '5c77c6e2fed91f583dd7ade8', '5c77c6d6fed91f583dd7a7cc']",18,2,8.1,1,4,2,1,1,2,0,1,0,2,1,0,0,1,0,0,0,0,1,0,3,0,5,0,0,0,2,0,2,0,3,0,0,1,2,0,0,0
268760-7,['5c77c6d5fed91f583dd7a716'],35,4,6.3,1,1,10,0,0,2,0,0,0,0,8,0,0,1,0,0,7,10,0,0,3,0,0,0,5,7,0,0,2,0,0,0,1,0,0,0,0,0
254807-7,['5c77c6d5fed91f583dd7a716'],62,6,6.3,1,5,10,0,0,2,0,0,0,3,8,0,0,1,0,0,21,21,0,0,3,0,0,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0
245943-7,['5c77c6d5fed91f583dd7a714'],75,7,6.3,1,5,10,0,0,2,0,0,0,3,8,0,0,1,0,0,34,21,0,0,3,0,0,0,20,15,0,0,2,0,0,0,1,0,0,0,0,0
235808-7,['5c77c6d5fed91f583dd7a716'],95,6,8.1,1,8,10,5,4,2,0,1,0,5,7,4,4,1,0,0,39,-2,18,3,3,0,5,0,28,-1,13,1,2,0,3,0,1,0,0,0,0,0
227534-7,"['5c77c6d7fed91f583dd7a800', '5c77c6d8fed91f583dd7a8ad', '5c77c6d7fed91f583dd7a875', '5c77c6d7fed91f583dd7a856', '5c77c6d7fed91f583dd7a857', '5c77c6d6fed91f583dd7a7d4', '5c77c6d5fed91f583dd7a73e', '5c77c6d8fed91f583dd7a8d3', '5c77c6d5fed91f583dd7a753', '5c77c6d6fed91f583dd7a786', '5c77c6d6fed91f583dd7a7f4', '5c77c6d5fed91f583dd7a73a', '5c77c6d6fed91f583dd7a7c7', '5c77c6d5fed91f583dd7a741', '5c77c6d7fed91f583dd7a85f', '5c77c6e5fed91f583dd7af5f', '5c77c6e6fed91f583dd7afe1']",104,4,8.1,72,7,4,4,6,7,0,1,52,0,3,4,3,4,0,0,-23,7,16,0,0,0,5,0,-16,5,11,0,0,0,3,0,0,0,15,0,2,0
204728-7,['5c77c6d5fed91f583dd7a716'],131,8,8.1,1,2,77,4,6,7,0,1,0,2,54,4,3,4,0,0,0,13,18,0,0,0,5,0,0,9,13,0,0,0,3,0,1,0,0,0,0,0
190172-7,['5c77c6ebfed91f583dd7b2ab'],151,9,8.1,8,6,10,4,4,2,0,1,5,3,8,4,4,1,0,0,6,84,17,3,3,0,5,0,-1,60,11,1,2,0,3,0,0,0,0,0,0,1
188810-7,['5c77c6d5fed91f583dd7a716'],152,9,8.1,2,3,6,8,8,13,0,1,2,3,4,5,5,8,0,0,3,28,71,4,1,0,5,0,2,19,51,2,2,0,3,0,1,0,0,0,0,0
167970-7,['5c77c6d5fed91f583dd7a716'],178,10,8.1,6,5,14,20,4,2,0,1,2,3,9,14,4,1,0,0,1,37,77,5,3,0,5,0,1,26,55,3,2,0,3,0,1,0,0,0,0,0
137655-7,['5c77c6d5fed91f583dd7a716'],213,12,8.1,1,5,18,10,9,7,0,1,0,3,12,8,6,4,0,0,12,48,87,10,0,0,5,0,9,28,62,7,0,0,3,0,1,0,0,0,0,0
