id,initiator_name,initiator_type,wins,avg_result,wins_per,result_1,result_2,result_3,result_4,result_5,result_6,result_7,result_8
5c77c6dafed91f583dd7a9c7,Власов Юрий Петрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9c8,Власова Анна Петровна,"Депутат Государственной Думы, сложивший полномочия",56,2,0.01087378640776699,3889,218,382,224,139,242,0,56
5c77c6dafed91f583dd7a9c9,Воевода Юрий Евгеньевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9ca,Войтенко Виктор Петрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9cb,Волков Алексей Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9cc,Волков Андрей Романович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9cd,Волков Владимир Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9ce,Волков Геннадий Константинович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9cf,Волков Данил Владимирович,"Депутат Государственной Думы, сложивший полномочия",22,2,0.01824212271973466,648,82,180,147,41,86,0,22
5c77c6dafed91f583dd7a9d0,Волков Юрий Николаевич,"Депутат Государственной Думы, сложивший полномочия",1,3,0.030303030303030304,17,2,3,2,4,4,0,1
5c77c6dafed91f583dd7a9d1,Волкова Нина Вениаминовна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9d2,Волковский Василий Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9d3,Волкогонов Дмитрий Антонович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9d4,Воложинская Татьяна Львовна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9d5,Волчек Галина Борисовна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9d6,Волчек Денис Геннадьевич,"Депутат Государственной Думы, сложивший полномочия",1,3,0.030303030303030304,17,2,3,2,4,4,0,1
5c77c6dafed91f583dd7a9d7,Воробчуков Сергей Анатольевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9d8,Воробьев Андрей Юрьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9d9,Воробьев Эдуард Аркадьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9da,Ворогушин Виктор Анатольевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9db,Вороненков Денис Николаевич,"Депутат Государственной Думы, сложивший полномочия",3,2,0.008928571428571428,144,40,111,18,4,16,0,3
5c77c6dafed91f583dd7a9dc,Воронин Павел Юрьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9dd,Воронин Юрий Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9de,Воронов Сергей Васильевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9df,Воронова Татьяна Геннадьевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9e0,Воронцов Анатолий Евгеньевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9e1,Воронцов Николай Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9e2,Воронцова Зоя Ивановна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9e3,Воропаев Александр Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9e4,Воротников Валерий Павлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9e5,Востротин Валерий Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9e6,Вульф Андрей Юрьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9e7,Вшивцев Владимир Сергеевич,"Депутат Государственной Думы, сложивший полномочия",19,2,0.019153225806451613,547,84,128,100,26,88,0,19
5c77c6dafed91f583dd7a9e8,Выборнова Ирина Евгеньевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9e9,Габдрахманов Ильдар Нуруллович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9ea,Габидуллин Ринат Гиндуллович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9eb,Габоев Владимир Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9ec,Гагут Луиза Дмитриевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9ed,Газеев Евгений Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9ee,Гайдар Егор Тимурович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9ef,Гайдаш Мария Ивановна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9f0,Гайнуллина Фарида Исмагиловна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9f1,Гайсин Малик Фавзавиевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9f2,Галазий Григорий Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9f3,Галиев Ахметгали Мухаметгалиевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9f4,Галимарданов Марсел Магфурович,"Депутат Государственной Думы, сложивший полномочия",29,2,0.018001241464928614,785,159,320,124,51,137,6,29
5c77c6dafed91f583dd7a9f5,Галичанин Евгений Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dafed91f583dd7a9f6,Галкин Александр Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7a9f7,Галушкин Василий Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7a9f8,Гальцова Ольга Дмитриевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7a9f9,Гальченко Валерий Владимирович,"Депутат Государственной Думы, сложивший полномочия",2,3,0.013605442176870748,70,7,21,14,7,14,12,2
5c77c6dbfed91f583dd7a9fa,Гаманенко Александр Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7a9fb,Гамза Геннадий Ефимович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7a9fc,Гамзатова Хаписат Магомедовна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7a9fd,Гамидов Гамид Мустафаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7a9fe,Ганеев Мулланур Факразиевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7a9ff,Гасанов Джамаладин Набиевич,"Депутат Государственной Думы, сложивший полномочия",1,2,0.00684931506849315,65,23,47,2,4,4,0,1
5c77c6dbfed91f583dd7aa00,Гасанов Магомедкади Набиевич,"Депутат Государственной Думы, сложивший полномочия",8,2,0.00819672131147541,604,73,204,45,11,31,0,8
5c77c6dbfed91f583dd7aa01,Гаюльский Виктор Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa02,Гвоздарев Владимир Захарович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa03,Гвоздева Светлана Николаевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa04,Гдлян Тельман Хоренович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa05,Ген Николай Леонидович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa06,Генералов Андрей Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa07,Генералов Сергей Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa08,Герасимова Надежда Васильевна,"Депутат Государственной Думы, сложивший полномочия",70,2,0.015930814747382796,2429,324,789,361,110,299,12,70
5c77c6dbfed91f583dd7aa09,Геращенко Виктор Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa0a,Гербер Алла Ефремовна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa0b,Гимаев Рагиб Насретдинович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa0c,Гималетдинов Ильдар Мансурович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa0d,Гималов Рафаэль Имамович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa0e,Гитин Виктор Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa0f,Гладилин Валерий Павлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa10,Глазьев Сергей Юрьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa11,Глебова Любовь Николаевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa12,Глотов Сергей Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa13,Глубоковская Эльмира Гусейновна,"Депутат Государственной Думы, сложивший полномочия",5,2,0.015060240963855422,195,16,55,23,14,24,0,5
5c77c6dbfed91f583dd7aa14,Глубоковский Михаил Константинович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa15,Глущенко Михаил Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa16,Гнездилов Михаил Захарович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa17,Говоров Леонид Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa18,Говорухин Станислав Сергеевич,"Депутат Государственной Думы, сложивший полномочия",12,2,0.02158273381294964,292,44,81,53,24,50,0,12
5c77c6dbfed91f583dd7aa19,Голиков Георгий Георгиевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa1a,Голов Анатолий Григорьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa1b,Голованов Дмитрий Сергеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa1c,Головатюк Андрей Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa1d,Головков Алексей Леонардович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa1e,Головлев Владимир Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa1f,Головнев Владимир Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa20,Голубков Анатолий Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa21,Гольдштейн Ростислав Эрнстович,"Депутат Государственной Думы, сложивший полномочия",5,2,0.006963788300835654,556,23,79,23,12,20,0,5
5c77c6dbfed91f583dd7aa22,Гоман Владимир Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa23,Гонжаров Олег Павлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa24,Гончаров Виктор Иванович,"Депутат Государственной Думы, сложивший полномочия",5,2,0.009784735812133072,259,62,141,17,7,20,0,5
5c77c6dbfed91f583dd7aa25,Гончаров Николай Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa26,Гончаров Николай Николаевич,"Депутат Государственной Думы, сложивший полномочия",27,3,0.030033370411568408,398,74,114,121,50,115,0,27
5c77c6dbfed91f583dd7aa27,Горбачев Владимир Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa28,Горбачев Владимир Лукич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa29,Гордеев Анатолий Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa2a,Горовой Николай Иванович,"Депутат Государственной Думы, сложивший полномочия",56,2,0.020588235294117647,1556,176,344,281,75,232,0,56
5c77c6dbfed91f583dd7aa2b,Горовцов Дмитрий Евгеньевич,"Депутат Государственной Думы, сложивший полномочия",7,2,0.009259259259259259,465,63,160,24,9,28,0,7
5c77c6dbfed91f583dd7aa2c,Горькова Ирина Петровна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa2d,Горюнов Владимир Дмитриевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa2e,Горюнов Евгений Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa2f,Горячев Валерий Сергеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa30,Горячев Марк Леонидович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa31,Горячева Раиса Вениаминовна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa32,Горячева Светлана Петровна,"Депутат Государственной Думы, сложивший полномочия",2,2,0.010256410256410256,115,25,35,6,4,8,0,2
5c77c6dbfed91f583dd7aa33,Гостев Руслан Георгиевич,"Депутат Государственной Думы, сложивший полномочия",2,2,0.006329113924050633,189,28,79,6,4,8,0,2
5c77c6dbfed91f583dd7aa34,Грачев Владимир Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa35,Грачев Иван Дмитриевич,"Депутат Государственной Думы, сложивший полномочия",2,2,0.003278688524590164,203,132,257,9,0,7,0,2
5c77c6dbfed91f583dd7aa36,Гребенкин Олег Анатольевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa37,Гребенников Валерий Васильевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa38,Гребенюк Владимир Дмитриевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa39,Григориади Владимир Стиллианович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa3a,Григорьев Владимир Федорович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa3b,Григорьев Сергей Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa3c,Гридин Владимир Григорьевич,"Депутат Государственной Думы, сложивший полномочия",2,2,0.008130081300813009,177,16,30,7,6,8,0,2
5c77c6dbfed91f583dd7aa3d,Грицань Владимир Васильевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa3e,Гришанков Михаил Игнатьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa3f,Гришин Василий Дмитриевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa40,Гришин Виктор Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa41,Гришин Евгений Анатольевич,"Депутат Государственной Думы, сложивший полномочия",22,2,0.017670682730923693,627,105,269,108,22,92,0,22
5c77c6dbfed91f583dd7aa42,Гришкевич Олег Петрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa43,Гришуков Владимир Витальевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa44,Грищенко Олег Васильевич,"Депутат Государственной Думы, сложивший полномочия",4,2,0.0111731843575419,279,11,22,17,9,16,0,4
5c77c6dbfed91f583dd7aa45,Громов Борис Всеволодович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa46,Громов Владимир Павлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa47,Груздев Владимир Сергеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa48,Грущак Сергей Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa49,Грызлов Борис Вячеславович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa4a,Губайдуллин Ринат Шайхуллович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa4b,Губарева Наталья Викторовна,"Депутат Государственной Думы, сложивший полномочия",1,3,0.030303030303030304,17,2,3,2,4,4,0,1
5c77c6dbfed91f583dd7aa4c,Губенко Николай Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa4d,Губкин Анатолий Алексеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa4e,Губский Николай Васильевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa4f,Гудима Тамара Михайловна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa50,Гудков Геннадий Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,2,0.0,2,2,3,0,0,0,0,0
5c77c6dbfed91f583dd7aa51,Гудков Дмитрий Геннадьевич,"Депутат Государственной Думы, сложивший полномочия",1,2,0.0020491803278688526,189,64,226,4,0,4,0,1
5c77c6dbfed91f583dd7aa52,Гужвин Петр Анатольевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa53,Гузанов Алексей Анатольевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa54,Гуков Виталий Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa55,Гуляев Руслан Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa56,Гундарева Наталья Георгиевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa57,Гуров Александр Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa58,Гусаков Дмитрий Вячеславович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa59,Гусаров Евгений Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa5a,Гусарова Галина Ивановна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa5b,Гусев Владимир Кузьмич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa5c,Гусенков Владимир Петрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa5d,Гусман Юлий Соломонович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa5e,Гуськов Анатолий Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa5f,Гуськов Юрий Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa60,Гуцериев Микаил Сафарбекович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa61,Гуцериев Саит-Салам Сафарбекович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa62,Давиденко Владимир Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa63,Давитиашвили Денис Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa64,Давлетова Камиля Жаудатовна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa65,Давыдкин Виктор Алексеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa66,Давыдов Александр Семенович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa67,Давыдов Всеволод Геннадьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa68,Дайхес Николай Аркадьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa69,Данилов Михаил Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa6a,Данилова Нина Петровна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa6b,Данилов-Данильян Виктор Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa6c,Данченко Борис Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa6d,Дегтярев Александр Николаевич,"Депутат Государственной Думы, сложивший полномочия",3,2,0.014354066985645933,146,8,19,15,6,12,0,3
5c77c6dbfed91f583dd7aa6e,Дедов Виктор Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa6f,Демин Владислав Анатольевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa70,Демчук Николай Васильевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa71,Денин Николай Васильевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa72,Денисенко Бэла Анатольевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa73,Денисенко Олег Иванович,"Депутат Государственной Думы, сложивший полномочия",4,2,0.01639344262295082,113,25,65,14,8,15,0,4
5c77c6dbfed91f583dd7aa74,Денисов Валентин Петрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6dbfed91f583dd7aa75,Денисов Николай Григорьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
